Id,SalePrice
1865,333441.997336
1866,321439.955172
1867,245247.891571
1868,275656.84856
1869,217087.135182
1870,233666.462932
1871,245273.889733
1872,176359.241768
1873,218958.617527
1874,151796.807626
1875,202423.466224
1876,200055.891253
1877,209092.618012
1878,209828.391875
1879,115196.845953
1880,143917.759884
1881,242206.389702
1882,244488.803655
1883,187522.47987
1884,197661.932551
1885,234556.499835
1886,261812.526731
1887,225991.255734
1888,294454.034535
1889,173794.049313
1890,115654.064704
1891,143520.343128
1892,95248.2632921
1893,125716.497594
1894,113078.449044
1895,126852.304597
1896,124117.67317
1897,115634.989372
1898,126118.143964
1899,156998.44125
1900,151107.599992
1901,155806.509904
1902,122683.90086
1903,207939.767658
1904,130662.4556
1905,185015.905201
1906,159523.881597
1907,182525.932192
1908,136700.981178
1909,159843.445022
1910,143733.700232
1911,209246.334558
1912,322416.530449
1913,154743.377474
1914,83185.5993704
1915,260490.419969
1916,61876.667093
1917,259933.895736
1918,143103.363767
1919,202014.712054
1920,163489.352682
1921,333990.307267
1922,283215.391837
1923,215015.940052
1924,217935.008563
1925,205712.12419
1926,336381.920425
1927,124085.713297
1928,152422.31655
1929,117892.027588
1930,133586.319235
1931,146569.294995
1932,139397.921904
1933,166691.415753
1934,179135.288201
1935,176777.505943
1936,174351.617061
1937,185864.471819
1938,170278.966674
1939,221581.276238
1940,183323.996666
1941,178566.308859
1942,182275.995295
1943,198367.386512
1944,300107.925001
1945,328054.885589
1946,148171.890029
1947,257847.406432
1948,176414.804665
1949,238463.004772
1950,205012.875017
1951,254003.463249
1952,213478.174457
1953,177387.166018
1954,203336.081023
1955,133170.981987
1956,361849.435537
1957,158475.337725
1958,313812.052125
1959,142570.036534
1960,103110.433452
1961,129213.779645
1962,111793.452494
1963,120223.966635
1964,112595.116999
1965,150000.974153
1966,149180.813091
1967,274169.905251
1968,361050.320536
1969,314001.917625
1970,371904.140262
1971,469188.590944
1972,341758.656049
1973,272648.630579
1974,306833.912995
1975,430087.074341
1976,269925.905309
1977,305805.910576
1978,306368.255495
1979,305250.989641
1980,170622.617122
1981,300097.034156
1982,214298.727752
1983,194558.726528
1984,170899.914168
1985,236954.638503
1986,230670.409573
1987,200419.878047
1988,178609.363607
1989,202439.981309
1990,217478.66525
1991,224178.15695
1992,209927.075102
1993,187904.692865
1994,236005.396645
1995,192681.889015
1996,226340.643003
1997,285614.431692
1998,275171.198375
1999,265572.895791
2000,299014.985787
2001,270182.555083
2002,249100.147853
2003,261330.294627
2004,294270.754957
2005,218330.751512
2006,219758.350099
2007,250293.476705
2008,208840.389554
2009,193931.898548
2010,196686.134294
2011,141453.806696
2012,176398.946457
2013,163889.408273
2014,177304.925245
2015,186251.144941
2016,188318.338153
2017,190464.065852
2018,126077.93926
2019,146607.420893
2020,101478.994263
2021,104172.828247
2022,183101.877488
2023,143862.073775
2024,264216.601811
2025,327040.195326
2026,162317.576305
2027,154861.648669
2028,158146.550564
2029,165476.716888
2030,248398.792233
2031,233215.686777
2032,236233.548787
2033,238263.74219
2034,175710.732346
2035,217341.646213
2036,210344.206767
2037,212070.6579
2038,309561.442902
2039,207531.744793
2040,300164.834398
2041,292847.074034
2042,200834.149382
2043,155128.997631
2044,189919.988003
2045,212070.309648
2046,136996.391415
2047,136954.8398
2048,150781.122854
2049,139523.10341
2050,172601.864557
2051,113464.695264
2052,136011.255674
2053,143946.884287
2054,91204.3680702
2055,139464.080746
2056,152029.57315
2057,107058.796934
2058,194311.581365
2059,131880.731823
2060,175531.560148
2061,179233.971542
2062,117429.841438
2063,112032.429513
2064,125872.50952
2065,111676.773444
2066,164974.398649
2067,132483.59984
2068,134585.567627
2069,92950.8071836
2070,112012.530782
2071,95156.9079551
2072,150420.870393
2073,140995.38548
2074,172334.138996
2075,140620.897422
2076,125194.589694
2077,129299.343295
2078,112907.67532
2079,134857.6393
2080,126945.702254
2081,117995.691473
2082,113284.930716
2083,135260.052894
2084,109692.678281
2085,111168.918852
2086,155968.244255
2087,135528.542134
2088,100505.362482
2089,87235.7078585
2090,135658.311732
2091,86012.8848472
2092,128895.301256
2093,114862.497735
2094,121979.890249
2095,139388.623454
2096,94638.4033738
2097,96396.0266956
2098,140348.275495
2099,68861.0080415
2100,81664.4880714
2101,108374.193493
2102,132371.602857
2103,100861.99336
2104,126513.780105
2105,117179.711043
2106,67788.5670214
2107,185040.304602
2108,118666.844767
2109,109745.13754
2110,121259.48397
2111,158239.652028
2112,120417.175186
2113,120024.661531
2114,125375.988867
2115,151215.315489
2116,128514.676509
2117,140385.89464
2118,119650.914961
2119,116243.146966
2120,129592.57209
2121,98402.6630499
2122,93639.7293879
2123,106889.463246
2124,169285.960206
2125,124864.612074
2126,132665.094569
2127,154012.830763
2128,122129.933938
2129,114553.502945
2130,129646.67829
2131,186798.671627
2132,119779.045132
2133,125657.752293
2134,128763.93295
2135,111995.47949
2136,63174.0836207
2137,116494.025154
2138,132139.590771
2139,157706.445616
2140,141395.729486
2141,165445.951026
2142,110844.219946
2143,138355.227237
2144,104519.385998
2145,141311.316847
2146,174186.372155
2147,138901.367545
2148,152219.127004
2149,144653.248492
2150,229577.539342
2151,125332.712278
2152,142308.944524
2153,186051.253671
2154,102868.077436
2155,145484.588802
2156,253935.039153
2157,237810.865618
2158,223833.162405
2159,207239.021068
2160,202154.94874
2161,257158.883492
2162,420573.253409
2163,372239.419826
2164,241606.059773
2165,193875.536453
2166,160839.178853
2167,212591.460662
2168,186376.110127
2169,184213.910367
2170,202058.970279
2171,159431.478033
2172,144215.956817
2173,201243.702526
2174,224201.945462
2175,313121.831267
2176,293018.111505
2177,237069.324223
2178,218144.456297
2179,137242.755814
2180,221916.669795
2181,186187.944273
2182,218309.079604
2183,186177.097113
2184,125322.239403
2185,125212.517883
2186,167249.526951
2187,167583.666415
2188,167147.499608
2189,301471.683808
2190,82768.418998
2191,82412.1051279
2192,78923.0237448
2193,105348.417396
2194,117280.163479
2195,92682.8824641
2196,99631.5239007
2197,115155.0026
2198,157970.883997
2199,217357.431064
2200,132481.71586
2201,128393.230375
2202,201346.308356
2203,115432.189035
2204,142743.469576
2205,103970.709485
2206,133966.045506
2207,201102.220102
2208,257709.73169
2209,186558.500979
2210,138269.769393
2211,138263.110339
2212,129825.439339
2213,100585.278288
2214,130461.939613
2215,108049.181732
2216,127364.878653
2217,73194.4758178
2218,88409.5125943
2219,94829.6190628
2220,88830.8407888
2221,262175.636949
2222,227295.10481
2223,273956.116955
2224,235055.830909
2225,138812.98216
2226,176041.240989
2227,201753.609019
2228,258413.959849
2229,247421.438351
2230,149806.616513
2231,216736.50087
2232,191211.948433
2233,172212.377808
2234,240541.609672
2235,197846.489318
2236,249090.856846
2237,293778.748854
2238,230374.786341
2239,115578.434634
2240,153754.833411
2241,133775.077719
2242,117606.586045
2243,131729.972072
2244,109381.569556
2245,106088.177747
2246,137414.046466
2247,135165.468651
2248,127194.979103
2249,123538.659301
2250,133101.831486
2251,98092.8514892
2252,173856.432711
2253,167500.482425
2254,180261.968028
2255,206765.733657
2256,178999.594993
2257,216050.889929
2258,167737.113546
2259,174292.399177
2260,158486.994549
2261,191044.050383
2262,195215.552072
2263,332391.19909
2264,513098.211491
2265,150204.586453
2266,241586.988763
2267,289679.854499
2268,424378.799421
2269,170446.657035
2270,198332.159285
2271,221645.990423
2272,218973.252573
2273,148637.152548
2274,181173.498205
2275,163974.050013
2276,186557.611244
2277,198846.470741
2278,162839.625391
2279,118014.131996
2280,108699.668286
2281,163253.938487
2282,177878.661461
2283,119522.192128
2284,119328.939219
2285,145049.940827
2286,124274.365089
2287,333061.696036
2288,263560.523425
2289,336922.51965
2290,394613.932887
2291,309457.531011
2292,422629.012747
2293,419022.656888
2294,335351.510093
2295,467145.303181
2296,247785.304386
2297,325265.31495
2298,291629.752549
2299,326942.009285
2300,290849.548632
2301,293648.958902
2302,241921.34737
2303,240435.952009
2304,251066.178864
2305,188859.249457
2306,178365.235321
2307,184743.170574
2308,210246.259822
2309,250399.837608
2310,207446.681665
2311,198081.735531
2312,188231.5874
2313,180271.234587
2314,189955.72693
2315,191797.574414
2316,226513.04537
2317,181110.638559
2318,181055.130982
2319,198065.590605
2320,202232.50302
2321,251368.881604
2322,205898.770527
2323,183382.194104
2324,205407.288279
2325,226561.530415
2326,192220.179022
2327,211798.443858
2328,223707.475798
2329,199402.693938
2330,193309.761662
2331,327109.105733
2332,366963.225607
2333,324309.378706
2334,245509.470398
2335,269995.063125
2336,285117.820921
2337,200611.016792
2338,286528.73365
2339,225676.075522
2340,366704.812802
2341,228940.842646
2342,236521.627926
2343,228393.07128
2344,227051.795386
2345,239287.187111
2346,213748.351218
2347,191823.500292
2348,237516.432545
2349,170922.319285
2350,296205.786276
2351,229882.845721
2352,241217.992512
2353,236909.438928
2354,140236.694741
2355,145831.158935
2356,156288.991535
2357,192624.925142
2358,178683.42058
2359,137542.821671
2360,122749.884677
2361,149854.153093
2362,262160.166556
2363,139545.386583
2364,191670.161616
2365,219692.829376
2366,194262.089631
2367,216997.070884
2368,202696.956812
2369,209795.579217
2370,174948.608899
2371,151573.211948
2372,181612.220295
2373,292403.817654
2374,310205.271643
2375,232268.561359
2376,268514.142791
2377,308748.028534
2378,158479.95893
2379,207660.655734
2380,144889.47458
2381,163290.861742
2382,232321.186252
2383,205417.531598
2384,244494.638229
2385,178835.94225
2386,128603.106808
2387,130714.147248
2388,117274.000527
2389,122013.756103
2390,143850.192905
2391,136276.963
2392,112181.879766
2393,174512.557366
2394,131892.006768
2395,211244.549538
2396,142724.356175
2397,221469.871475
2398,133447.979745
2399,66334.442165
2400,71599.0430094
2401,125732.980848
2402,131845.850587
2403,144853.702975
2404,141521.902482
2405,155538.125532
2406,150222.082327
2407,122273.522743
2408,153738.706446
2409,117435.862774
2410,188145.824413
2411,111847.03786
2412,138504.803884
2413,118844.346492
2414,145108.064088
2415,126608.715028
2416,128123.924776
2417,130857.667392
2418,138784.051405
2419,107761.237297
2420,126669.241244
2421,105535.122029
2422,101840.853978
2423,99513.9075269
2424,166062.522791
2425,208552.136468
2426,128611.210823
2427,106834.847429
2428,190078.429705
2429,114386.094788
2430,135898.208808
2431,109630.496744
2432,136263.539277
2433,137455.354893
2434,127800.541429
2435,143076.995235
2436,111066.257178
2437,107322.793131
2438,120504.095963
2439,117244.619638
2440,127517.041302
2441,106658.72123
2442,108865.17962
2443,136522.063802
2444,120449.425139
2445,88542.724404
2446,126647.471005
2447,193803.220669
2448,139312.861545
2449,118528.39002
2450,149271.065481
2451,128436.68226
2452,180555.383189
2453,98942.3847776
2454,120218.585309
2455,132788.741246
2456,123579.156609
2457,127364.951285
2458,129528.910528
2459,106976.029113
2460,151556.23533
2461,129162.244857
2462,131086.698765
2463,123583.699964
2464,160617.655359
2465,129794.328196
2466,111228.085847
2467,166189.65504
2468,95305.6403693
2469,87529.7429193
2470,183644.624396
2471,241554.617982
2472,150227.819232
2473,112209.332947
2474,83451.309927
2475,240230.048945
2476,102616.713041
2477,101977.785263
2478,151906.238578
2479,110977.75331
2480,153238.867464
2481,115233.158721
2482,121702.43766
2483,106080.371624
2484,128252.923351
2485,131145.400043
2486,142209.042917
2487,156212.33155
2488,177554.878338
2489,160187.730314
2490,149130.870821
2491,109909.659208
2492,186645.981827
2493,151190.458471
2494,145772.755015
2495,96200.4117967
2496,237150.439904
2497,141299.395127
2498,107432.888168
2499,101688.17681
2500,118129.799339
2501,130083.280113
2502,146798.155213
2503,97250.9746001
2504,154979.093098
2505,227005.502008
2506,274115.47984
2507,295666.82915
2508,275244.708952
2509,217469.904951
2510,227509.945982
2511,180435.41412
2512,198405.916208
2513,222416.54821
2514,261977.60524
2515,138138.323363
2516,184768.088528
2517,148494.395581
2518,149509.619851
2519,213562.233653
2520,219139.916818
2521,186631.806746
2522,205177.332869
2523,120253.21573
2524,134516.639155
2525,144752.253553
2526,133417.07957
2527,119842.872616
2528,126320.465001
2529,138358.005137
2530,137383.418629
2531,249703.967994
2532,227063.162895
2533,199971.108917
2534,222488.436789
2535,281042.779662
2536,250041.371021
2537,228299.932769
2538,196269.947254
2539,196300.429774
2540,189265.35961
2541,198284.888152
2542,153981.309713
2543,121900.444626
2544,112941.547502
2545,138456.469074
2546,135834.054923
2547,163272.049273
2548,164128.759259
2549,163958.259328
2550,776130.585658
2551,143696.376033
2552,135238.27196
2553,76595.8927094
2554,101674.791518
2555,137285.529005
2556,100197.120253
2557,113588.91089
2558,132858.873086
2559,106447.779241
2560,144865.577162
2561,150125.32937
2562,123633.023691
2563,140710.914271
2564,204864.331159
2565,143796.932739
2566,121453.53211
2567,108636.192787
2568,198851.242896
2569,203035.340239
2570,138157.39674
2571,160737.83883
2572,169876.542908
2573,200020.905214
2574,243187.213508
2575,133415.284631
2576,121325.182402
2577,125032.927027
2578,101503.890478
2579,69414.2693333
2580,95800.5901508
2581,122213.545276
2582,132156.067213
2583,262535.559377
2584,179485.387663
2585,183812.953542
2586,224473.12386
2587,215201.995956
2588,141329.141151
2589,155158.881228
2590,212277.955591
2591,227106.600693
2592,214529.578945
2593,220476.252861
2594,197728.809177
2595,199251.405866
2596,282244.813367
2597,178857.211503
2598,276847.345825
2599,357782.633675
2600,101705.761536
2601,147966.04702
2602,90740.8960089
2603,94389.9511303
2604,88152.9415431
2605,89254.2319959
2606,136194.898971
2607,234443.425305
2608,223472.238122
2609,179902.510142
2610,105720.610081
2611,107537.998225
2612,162547.323093
2613,136480.568948
2614,126174.761832
2615,155707.526606
2616,162440.513709
2617,169273.223186
2618,179239.835746
2619,195422.526992
2620,198995.69254
2621,178026.494383
2622,188468.207469
2623,237477.114
2624,325919.028515
2625,247486.975216
2626,189989.802411
2627,170611.596736
2628,420364.67979
2629,463658.442016
2630,353456.304915
2631,449501.341725
2632,369336.402904
2633,261079.157136
2634,393262.784547
2635,160029.069862
2636,200129.880377
2637,174367.217133
2638,256429.15313
2639,186313.500706
2640,155632.925763
2641,107539.800179
2642,176064.473741
2643,124454.370596
2644,134414.960123
2645,111179.324699
2646,108562.756722
2647,119422.373294
2648,152990.863453
2649,157407.640198
2650,153298.306473
2651,148694.151284
2652,401772.752996
2653,242186.031938
2654,236250.393155
2655,345336.918608
2656,312359.009761
2657,316814.327967
2658,264046.154558
2659,307795.216698
2660,341458.22504
2661,321045.13874
2662,301155.380181
2663,289915.369427
2664,246809.496552
2665,323186.399273
2666,267144.662965
2667,190243.234416
2668,200789.861022
2669,178584.254399
2670,292297.524588
2671,201871.055269
2672,211281.419594
2673,200511.950811
2674,211146.523084
2675,175073.000946
2676,202715.98615
2677,196786.699077
2678,276058.12484
2679,275934.589627
2680,280342.675136
2681,362125.984751
2682,303615.371675
2683,511856.358749
2684,299021.781282
2685,328363.809917
2686,256544.176733
2687,318185.287885
2688,228435.032593
2689,208357.108355
2690,410046.67855
2691,176113.425997
2692,130727.485698
2693,200470.660773
2694,143173.467562
2695,195486.364806
2696,187269.853466
2697,177931.276388
2698,203532.443903
2699,162214.610725
2700,142976.207848
2701,157555.550659
2702,123092.953166
2703,156819.564996
2704,147457.923163
2705,110283.123685
2706,112548.092609
2707,131856.441031
2708,118729.32429
2709,101940.264968
2710,121216.721317
2711,175895.17135
2712,360705.230783
2713,166639.566998
2714,157228.573358
2715,145227.880775
2716,146877.721211
2717,174982.933866
2718,216577.415675
2719,131933.466344
2720,205324.898245
2721,134357.278695
2722,166629.162722
2723,169480.414971
2724,120228.411789
2725,123380.289234
2726,129010.134041
2727,179158.05097
2728,182189.467978
2729,147199.126336
2730,133782.38344
2731,136848.85899
2732,118922.988521
2733,172902.22983
2734,154941.670465
2735,120239.295563
2736,135385.16538
2737,113035.99255
2738,130724.046871
2739,157649.393932
2740,135316.168182
2741,125536.746389
2742,155763.585501
2743,134808.095977
2744,163151.174101
2745,152585.143863
2746,122476.173904
2747,150534.677857
2748,123371.082927
2749,129470.027072
2750,127826.904632
2751,129536.004111
2752,241448.331856
2753,160412.464308
2754,220763.706917
2755,137581.228614
2756,96666.5530549
2757,81373.0796285
2758,92123.3674861
2759,153510.186325
2760,114697.754108
2761,129533.325643
2762,129231.030382
2763,227114.965553
2764,176540.826857
2765,310302.879951
2766,119022.731151
2767,85840.9775492
2768,106473.482825
2769,116729.609104
2770,162274.604935
2771,111050.063774
2772,95843.7356635
2773,153231.739667
2774,130839.799188
2775,115906.893913
2776,140799.00632
2777,152547.271464
2778,135280.63883
2779,97234.0184774
2780,104886.783051
2781,103689.750324
2782,97047.3448756
2783,89070.478291
2784,116576.322869
2785,134582.877941
2786,77345.8737527
2787,126163.353307
2788,74919.0510692
2789,168356.408167
2790,97869.3696254
2791,107914.609239
2792,65254.3948015
2793,146857.23246
2794,90289.4622973
2795,116652.167486
2796,96950.5527708
2797,194373.189979
2798,121117.806973
2799,111447.709855
2800,77990.0608269
2801,116318.840037
2802,125827.755278
2803,145747.338377
2804,140599.638491
2805,116222.822357
2806,85800.3799049
2807,168068.264128
2808,145328.909042
2809,121671.072925
2810,126045.965215
2811,166299.277115
2812,173458.620457
2813,151100.96125
2814,147739.267861
2815,101371.892762
2816,227796.665334
2817,153699.466999
2818,129201.868895
2819,179551.719045
2820,129233.432994
2821,116260.63155
2822,203395.03257
2823,304340.443305
2824,156344.352017
2825,163988.534821
2826,130332.088113
2827,131388.282432
2828,212017.579818
2829,254936.309158
2830,226325.380842
2831,182526.318076
2832,235183.909177
2833,282989.17721
2834,212835.535917
2835,209232.577238
2836,186229.795282
2837,172052.878169
2838,144883.960889
2839,181165.027629
2840,196407.74869
2841,194156.284514
2842,229243.72033
2843,147887.088893
2844,180800.538387
2845,123442.054978
2846,201505.798955
2847,207181.260071
2848,226071.563805
2849,199172.433681
2850,293244.285751
2851,223654.022603
2852,234518.955134
2853,232605.77606
2854,145241.504694
2855,204737.120431
2856,203907.952927
2857,189221.313119
2858,219773.76281
2859,121360.228802
2860,122940.251323
2861,127479.063523
2862,208448.686334
2863,129735.898302
2864,221753.268262
2865,153827.062666
2866,173218.662142
2867,96644.5127558
2868,114074.908286
2869,106886.42567
2870,131615.102661
2871,97544.6699004
2872,60379.2937856
2873,103161.208126
2874,123934.084094
2875,116868.47652
2876,190733.475403
2877,125908.240002
2878,160266.206504
2879,121695.790168
2880,101441.757814
2881,137628.199394
2882,134945.350163
2883,164603.770456
2884,207416.672803
2885,158662.482383
2886,207700.818842
2887,115756.716019
2888,137181.98609
2889,72076.4290493
2890,87660.3787879
2891,128594.009612
2892,72327.6082246
2893,93440.2028596
2894,66547.19347
2895,284459.500539
2896,251795.395859
2897,195573.188076
2898,158670.480652
2899,209093.113287
2900,151219.4377
2901,196940.104604
2902,175080.8228
2903,339202.299931
2904,339196.169305
2905,79755.5036985
2906,232624.322958
2907,119880.543721
2908,132966.289037
2909,153302.627158
2910,83059.0982936
2911,90926.6329455
2912,146041.430866
2913,95431.2072897
2914,85127.7494363
2915,92780.5687144
2916,95193.5215445
2917,172475.588157
2918,108382.551378
2919,239580.326727
